Date,Question,Outcome,Side,Price,Size (USDC)
"2026-01-02T17:53:09.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$3.51"
"2026-01-02T17:53:09.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$306.42"
"2026-01-02T17:53:05.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$5.14"
"2026-01-02T17:53:03.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$1222.57"
"2026-01-02T17:53:01.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","50.0¢","$84.00"
"2026-01-02T17:52:59.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","50.0¢","$8.00"
"2026-01-02T17:52:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","66.0¢","$713.98"
"2026-01-02T17:52:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","67.0¢","$1000.11"
"2026-01-02T17:52:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.34"
"2026-01-02T17:52:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.34"
"2026-01-02T17:52:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$30.61"
"2026-01-02T17:52:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.34"
"2026-01-02T17:52:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:52:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:52:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$5.00"
"2026-01-02T17:52:47.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Under","BUY","20.0¢","$394.53"
"2026-01-02T17:52:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$6.25"
"2026-01-02T17:52:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$33.33"
"2026-01-02T17:52:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$20.18"
"2026-01-02T17:52:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$5.40"
"2026-01-02T17:52:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$6.12"
"2026-01-02T17:52:35.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","16.0¢","$5.24"
"2026-01-02T17:52:31.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","13.0¢","$93.54"
"2026-01-02T17:52:31.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","66.0¢","$4.92"
"2026-01-02T17:52:29.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","85.0¢","$633.91"
"2026-01-02T17:52:27.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","80.0¢","$17.86"
"2026-01-02T17:52:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$992.04"
"2026-01-02T17:52:21.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","28.0¢","$1435.78"
"2026-01-02T17:52:17.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","61.0¢","$204.82"
"2026-01-02T17:52:03.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","12.0¢","$8.07"
"2026-01-02T17:51:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","14.0¢","$5.49"
"2026-01-02T17:51:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","15.0¢","$1000.11"
"2026-01-02T17:51:59.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","14.0¢","$18.65"
"2026-01-02T17:51:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","86.0¢","$115.07"
"2026-01-02T17:51:45.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","52.0¢","$9.00"
"2026-01-02T17:49:57.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","82.0¢","$12.00"
"2026-01-02T17:49:55.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","78.9¢","$570.00"
"2026-01-02T17:49:55.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","81.0¢","$0.26"
"2026-01-02T17:49:55.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Over","BUY","36.0¢","$8.00"
"2026-01-02T17:49:55.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Over","BUY","57.0¢","$9.00"
"2026-01-02T17:49:55.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","49.8¢","$125.31"
"2026-01-02T17:49:55.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","75.0¢","$1.24"
"2026-01-02T17:49:43.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","29.0¢","$4.35"
"2026-01-02T17:49:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","43.0¢","$20.46"
"2026-01-02T17:49:29.000Z","LoL: Invictus Gaming vs JD Gaming - Game 1 Winner","JD Gaming","BUY","61.0¢","$10.81"
"2026-01-02T17:48:19.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$111.11"
"2026-01-02T17:47:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","32.0¢","$63.00"
"2026-01-02T17:47:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","57.0¢","$2.33"
"2026-01-02T17:47:39.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","33.0¢","$4.69"
"2026-01-02T17:47:39.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","33.0¢","$4.63"
"2026-01-02T17:47:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","57.0¢","$2.33"
"2026-01-02T17:47:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","57.0¢","$21.67"
"2026-01-02T17:47:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","31.0¢","$4.35"
"2026-01-02T17:47:29.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","62.0¢","$256.70"
"2026-01-02T17:47:27.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","56.0¢","$0.32"
"2026-01-02T17:46:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$20.00"
"2026-01-02T17:46:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$13.86"
"2026-01-02T17:46:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$20.00"
"2026-01-02T17:46:47.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","55.0¢","$2.00"
"2026-01-02T17:46:47.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","33.0¢","$0.57"
"2026-01-02T17:46:43.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","79.0¢","$5.50"
"2026-01-02T17:46:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","69.0¢","$240.49"
"2026-01-02T17:46:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","28.0¢","$14.93"
"2026-01-02T17:46:29.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$2852.79"
"2026-01-02T17:46:27.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","28.0¢","$1.39"
"2026-01-02T17:46:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","28.0¢","$1.40"
"2026-01-02T17:45:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$5.36"
"2026-01-02T17:45:31.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","73.0¢","$469.56"
"2026-01-02T17:45:17.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Under","BUY","16.0¢","$6.71"
"2026-01-02T17:45:15.000Z","RC Celta de Vigo vs. Valencia CF: O/U 2.5","Over","BUY","42.0¢","$5999.11"
"2026-01-02T17:45:05.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","73.0¢","$29.05"
"2026-01-02T17:45:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","68.0¢","$46.88"
"2026-01-02T17:44:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","69.0¢","$500.00"
"2026-01-02T17:44:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","69.0¢","$300.00"
"2026-01-02T17:44:31.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","80.0¢","$5.50"
"2026-01-02T17:44:19.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Under","BUY","15.0¢","$157.65"
"2026-01-02T17:44:15.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$256.31"
"2026-01-02T17:43:51.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","42.0¢","$1000.11"
"2026-01-02T17:43:51.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","41.0¢","$18.79"
"2026-01-02T17:43:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$115.23"
"2026-01-02T17:43:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$301.83"
"2026-01-02T17:43:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$860.61"
"2026-01-02T17:43:39.000Z","LoL: Invictus Gaming vs JD Gaming - Game 2 Winner","JD Gaming","BUY","61.0¢","$2.56"
"2026-01-02T17:43:31.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$9.71"
"2026-01-02T17:43:27.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","67.0¢","$14.55"
"2026-01-02T17:43:09.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$163.09"
"2026-01-02T17:43:09.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$4.07"
"2026-01-02T17:43:09.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$71.02"
"2026-01-02T17:42:59.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$3.57"
"2026-01-02T17:42:59.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$14.29"
"2026-01-02T17:42:55.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$285.71"
"2026-01-02T17:42:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$22.76"
"2026-01-02T17:42:47.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$28.57"
"2026-01-02T17:42:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","40.0¢","$1000.11"
"2026-01-02T17:42:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","39.0¢","$1000.11"
"2026-01-02T17:42:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$470.77"
"2026-01-02T17:42:37.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","41.0¢","$3908.24"
"2026-01-02T17:42:15.000Z","Will RC Celta de Vigo win on 2026-01-03?","Yes","BUY","48.0¢","$5999.11"
"2026-01-02T17:42:11.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$14.29"
"2026-01-02T17:42:05.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","65.0¢","$23.00"
"2026-01-02T17:42:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$156.03"
"2026-01-02T17:42:01.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","66.0¢","$1000.11"
"2026-01-02T17:41:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","42.0¢","$38.00"
"2026-01-02T17:41:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","41.0¢","$233.33"
"2026-01-02T17:41:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.0¢","$411.93"
"2026-01-02T17:41:27.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","66.0¢","$14.71"
"2026-01-02T17:41:15.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$4.76"
"2026-01-02T17:41:11.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","23.0¢","$1000.11"
"2026-01-02T17:41:11.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","22.0¢","$974.21"
"2026-01-02T17:40:59.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.0¢","$13.00"
"2026-01-02T17:40:57.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$100.00"
"2026-01-02T17:40:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","41.0¢","$0.41"
"2026-01-02T17:40:51.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$100.00"
"2026-01-02T17:40:47.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","38.0¢","$8.41"
"2026-01-02T17:40:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","39.0¢","$5.00"
"2026-01-02T17:40:39.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","1.0¢","$12.98"
"2026-01-02T17:40:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.0¢","$7.00"
"2026-01-02T17:40:33.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$4.76"
"2026-01-02T17:40:23.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$134.19"
"2026-01-02T17:40:15.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.0¢","$29.72"
"2026-01-02T17:40:11.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","62.0¢","$2.74"
"2026-01-02T17:40:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","63.0¢","$96.77"
"2026-01-02T17:40:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$90.93"
"2026-01-02T17:39:55.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","64.8¢","$91.23"
"2026-01-02T17:39:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","62.0¢","$11.19"
"2026-01-02T17:39:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.4¢","$430.77"
"2026-01-02T17:39:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$15.65"
"2026-01-02T17:39:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","40.0¢","$3.33"
"2026-01-02T17:39:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","62.0¢","$13.16"
"2026-01-02T17:39:35.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","40.0¢","$25.00"
"2026-01-02T17:39:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","62.0¢","$4.95"
"2026-01-02T17:39:31.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$114.00"
"2026-01-02T17:39:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$393.09"
"2026-01-02T17:39:23.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Over","BUY","92.0¢","$14.00"
"2026-01-02T17:39:13.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","1.0¢","$1.16"
"2026-01-02T17:39:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","66.0¢","$24.71"
"2026-01-02T17:39:01.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","4.0¢","$29.72"
"2026-01-02T17:39:01.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","Yes","BUY","22.0¢","$1.44"
"2026-01-02T17:39:01.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","62.0¢","$7.00"
"2026-01-02T17:38:59.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","4.0¢","$370.31"
"2026-01-02T17:38:59.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","80.0¢","$26.53"
"2026-01-02T17:38:57.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","52.0¢","$135.31"
"2026-01-02T17:38:49.000Z","Will Al Ahli Saudi Club vs. Al Nassr Saudi Club end in a draw?","No","BUY","74.0¢","$4.81"
"2026-01-02T17:38:49.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","43.0¢","$75.77"
"2026-01-02T17:38:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$75.45"
"2026-01-02T17:38:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$0.10"
"2026-01-02T17:38:39.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$0.10"
"2026-01-02T17:38:37.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","65.0¢","$346.37"
"2026-01-02T17:38:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","58.0¢","$152.62"
"2026-01-02T17:37:45.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Over","BUY","87.0¢","$6.25"
"2026-01-02T17:37:45.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Over","BUY","87.0¢","$8.62"
"2026-01-02T17:37:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Over","BUY","42.2¢","$47.82"
"2026-01-02T17:37:41.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","64.2¢","$58.46"
"2026-01-02T17:37:41.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","26.4¢","$573.00"
"2026-01-02T17:37:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","53.0¢","$1521.20"
"2026-01-02T17:37:37.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","13.0¢","$38.51"
"2026-01-02T17:37:35.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","46.0¢","$0.58"
"2026-01-02T17:37:31.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","46.0¢","$479.95"
"2026-01-02T17:36:43.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 3.5","Over","BUY","38.0¢","$35.84"
"2026-01-02T17:36:35.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","70.0¢","$4.30"
"2026-01-02T17:36:33.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","52.0¢","$2.27"
"2026-01-02T17:35:47.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","21.0¢","$2.10"
"2026-01-02T17:35:47.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","21.0¢","$5.32"
"2026-01-02T17:35:47.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","63.0¢","$2.70"
"2026-01-02T17:35:45.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","47.0¢","$974.39"
"2026-01-02T17:35:37.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Over","BUY","63.0¢","$2.92"
"2026-01-02T17:35:19.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","82.0¢","$25.00"
"2026-01-02T17:35:19.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","82.0¢","$71.00"
"2026-01-02T17:35:07.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","46.0¢","$200.00"
"2026-01-02T17:35:05.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","83.0¢","$70.59"
"2026-01-02T17:34:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","47.0¢","$1000.11"
"2026-01-02T17:34:49.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","46.0¢","$297.79"
"2026-01-02T17:34:21.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","Yes","BUY","24.0¢","$10.32"
"2026-01-02T17:34:15.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 2.5","Under","BUY","32.0¢","$302.35"
"2026-01-02T17:33:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","45.0¢","$1000.11"
"2026-01-02T17:33:53.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","45.0¢","$160.67"
"2026-01-02T17:33:41.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","46.0¢","$1000.11"
"2026-01-02T17:33:23.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","80.0¢","$6.45"
"2026-01-02T17:33:15.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Over","BUY","84.0¢","$6.69"
"2026-01-02T17:33:07.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","81.0¢","$9.68"
"2026-01-02T17:32:21.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","79.0¢","$8.24"
"2026-01-02T17:32:21.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","79.0¢","$4.76"
"2026-01-02T17:32:09.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","18.0¢","$256.70"
"2026-01-02T17:31:59.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","18.0¢","$134.74"
"2026-01-02T17:31:57.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","18.0¢","$121.95"
"2026-01-02T17:31:57.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","Yes","BUY","53.0¢","$114.08"
"2026-01-02T17:31:49.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","11.0¢","$57.47"
"2026-01-02T17:31:47.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","11.0¢","$11.49"
"2026-01-02T17:31:39.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 4.5","Under","BUY","74.0¢","$38.46"
"2026-01-02T17:31:11.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","74.0¢","$1.31"
"2026-01-02T17:31:11.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","74.0¢","$4.31"
"2026-01-02T17:30:59.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","24.0¢","$256.70"
"2026-01-02T17:30:59.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","23.0¢","$256.70"
"2026-01-02T17:30:59.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","22.0¢","$333.04"
"2026-01-02T17:30:59.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","22.0¢","$256.70"
"2026-01-02T17:30:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","40.0¢","$1000.11"
"2026-01-02T17:30:25.000Z","Will Al Nassr Saudi Club win on 2026-01-02?","No","BUY","40.0¢","$246.97"
"2026-01-02T17:30:13.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","68.0¢","$79.00"
"2026-01-02T17:28:39.000Z","Will Al Ahli Saudi Club win on 2026-01-02?","No","BUY","77.0¢","$4.35"
"2026-01-02T17:28:31.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","64.0¢","$70.15"
"2026-01-02T17:28:27.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","64.0¢","$186.55"
"2026-01-02T17:27:19.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","65.0¢","$256.70"
"2026-01-02T17:27:07.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","11.0¢","$810.56"
"2026-01-02T17:26:27.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","63.0¢","$27.03"
"2026-01-02T17:24:19.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$51.25"
"2026-01-02T17:24:19.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","New Mexico State Aggies","BUY","35.0¢","$21.25"
"2026-01-02T17:22:47.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","11.0¢","$620.16"
"2026-01-02T17:21:13.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","40.0¢","$256.70"
"2026-01-02T17:21:13.000Z","New Mexico State Aggies vs. Florida International Golden Panthers","Florida International Golden Panthers","BUY","39.0¢","$256.70"
"2026-01-02T17:17:43.000Z","Al Ahli Saudi Club vs. Al Nassr Saudi Club: O/U 1.5","Under","BUY","11.0¢","$12.45"
"2026-01-02T17:17:31.000Z","LoL: Invictus Gaming vs JD Gaming - Game 1 Winner","Invictus Gaming","BUY","32.0¢","$1.20"
